地段位置或門牌,社區簡稱,交易日期,總價(萬元),"單價
(萬元/坪)","總面積
(坪)",主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,"車位總價
(萬元)",管理組織,電梯,主要用途,備註
士林區德行東路２１９巷１６號四樓,,115/01/10,1950,61.26,31.83,88.27%,公寓(5樓含以下無電梯),46,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
士林區社中街２８７號二樓,,115/01/09,575,21.05,27.31,80.99%,公寓(5樓含以下無電梯),45,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區後港街３１號,圓山諾貝爾,115/01/09,1690,108.78,15.54,81.56%,住宅大樓(11層含以上有電梯),41,一層/十二層,房地(土地+建物),土:1 建:1車:0,1衛,,有,有,商業用,
士林區通河東街一段２３號,,115/01/08,1670,64.05,26.07,92.25%,公寓(5樓含以下無電梯),43,一層/五層,房地(土地+建物),土:3 建:1車:0,4房2廳1衛,,無,無,住家用,其他增建;
士林區至誠路二段６０巷１５號,,115/01/08,750,44.26,16.95,89.16%,公寓(5樓含以下無電梯),47,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,防火巷親友、員工、共有人或其他特殊關係間之交易;其他增建;
士林區美崙街６２巷２號五樓,,115/01/08,1583.8,36.07,43.9,86.63%,公寓(5樓含以下無電梯),46,五層/五層,房地(土地+建物),土:6 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區文林路１０２號二樓之１０,士林銀座,115/01/07,548,86.18,6.36,66.75%,華廈(10層含以下有電梯),31,"二層,通道/六層",房地(土地+建物),土:1 建:1車:0,,,有,有,商業用,含租約;
士林區大南路３３９號,士林新天地,115/01/06,3880,72.5,58.04,64.48%,住宅大樓(11層含以上有電梯),18,一層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳3衛,280,有,有,商業用,夾層;其他增建;
士林區承德路四段２７７巷５８號二樓,,115/01/05,2350,74.88,31.38,86.41%,公寓(5樓含以下無電梯),45,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區葫蘆街５２號地下一層,,115/01/05,550,18.9,29.09,100.00%,公寓(5樓含以下無電梯),45,地下層/五層,房地(土地+建物),土:1 建:1車:0,,,無,無,辦公用,
士林區天玉街３６之１號,,115/01/05,4150,118.03,35.16,72.99%,華廈(10層含以下有電梯),43,一層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住商用,
士林區芝玉路一段２２２號十三樓之２,遠雄天母,115/01/05,1400,23.37,59.92,56.67%,住宅大樓(11層含以上有電梯),17,十三層/十八層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區雨農路９０號十一樓,雨農山莊,115/01/02,556,32.39,17.17,52.00%,住宅大樓(11層含以上有電梯),21,十一層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區重慶北路四段２６８號,,115/01/02,2430,84.61,28.72,100.00%,公寓(5樓含以下無電梯),52,"一層,騎樓/四層",房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,無,無,住家用,其他增建;
士林區後港街１８９號五樓,典藏大樓,115/01/02,4388,43.67,100.48,47.48%,華廈(10層含以下有電梯),11,五層/七層,房地(土地+建物)+車位,土:1 建:1車:2,7房7衛,,有,有,商業用,其他增建;
士林區中山北路六段４２７巷６弄１２號五樓,,115/01/01,2400,59.64,40.24,88.90%,公寓(5樓含以下無電梯),49,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;
士林區劍潭路２３號,,115/01/01,976,21.33,45.76,79.94%,公寓(5樓含以下無電梯),42,一層/五層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,商業用,親友、員工、共有人或其他特殊關係間之交易;其他增建;
士林區克強路１５巷９之１號三樓,,114/12/31,2800,55.4,50.54,83.81%,公寓(5樓含以下無電梯),46,三層/五層,房地(土地+建物),土:2 建:1車:0,5房2廳2衛,,無,無,住家用,陽台外推;
士林區社正路１７巷２號二樓之１,幸福一町目,114/12/31,1400,48.09,29.11,34.15%,華廈(10層含以下有電梯),10,二層/九層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,250,有,有,住家用,
士林區文昌路８９號等,,114/12/31,405000,67.8,5973.43,55.15%,華廈(10層含以下有電梯),1,二層/九層,房地(土地+建物)+車位,土:1 建:15車:93,,,有,有,商業用,親友、員工、共有人或其他特殊關係間之交易;
士林區小北街９號五樓,,114/12/31,250,56.72,4.41,83.46%,公寓(5樓含以下無電梯),43,五層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區通河東街一段１１２號二樓,,114/12/31,976,37.37,26.12,88.42%,公寓(5樓含以下無電梯),48,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區德行東路４６巷８弄１２號五樓,,114/12/31,1850,45.77,40.42,76.83%,公寓(5樓含以下無電梯),45,五層/五層,房地(土地+建物),土:9 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;(包含)公共設施保留地(用地);
士林區菁山路４９之３號二樓,陽明帝景,114/12/30,3300,50.09,74.22,63.49%,華廈(10層含以下有電梯),17,二層/五層,房地(土地+建物)+車位,土:1 建:1車:1,,200,有,有,住家用,
士林區中正路４９７號九樓,霞關,114/12/30,3120,72.14,43.25,73.65%,住宅大樓(11層含以上有電梯),39,九層/十六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,其他增建;
士林區忠誠路一段５２號六樓,天母后冠,114/12/30,6088,82.49,73.81,64.89%,住宅大樓(11層含以上有電梯),26,六層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,
士林區福港街３７巷７號三樓,,114/12/30,812,49.09,16.54,100.00%,公寓(5樓含以下無電梯),54,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區福港街２８６號三樓,,114/12/30,770,25.58,30.1,85.52%,公寓(5樓含以下無電梯),40,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區承德路四段３００號九樓,圓山福第,114/12/30,2520,62.17,40.53,75.19%,住宅大樓(11層含以上有電梯),37,九層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,其他增建:鐵鋁窗其他增建;
士林區士東路２００巷３１弄２號二樓,,114/12/29,5120,62.8,81.52,50.92%,華廈(10層含以下有電梯),17,二層/五層,房地(土地+建物)+車位,土:1 建:1車:1,,,無,有,住家用,陽台外推;其他增建;
士林區中山北路七段８１巷１６弄１６號四樓,天母上苑,114/12/29,4948,94.84,60.75,60.67%,住宅大樓(11層含以上有電梯),1,四層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,300,有,有,住家用,
士林區中山北路六段４１９巷１８號三樓,,114/12/29,5680,75.82,78.11,61.53%,華廈(10層含以下有電梯),24,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,400,無,有,住家用,陽台外推;其他增建;
士林區延平北路六段２２８號,豐澤,114/12/28,1428,75.93,18.81,15.26%,華廈(10層含以下有電梯),4,一層/七層,房地(土地+建物)+車位,土:1 建:2車:1,,,有,有,商業用,
士林區後港街２８巷８號五樓,,114/12/28,2500,68.96,36.25,64.34%,華廈(10層含以下有電梯),42,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區承德路四段２７７巷７４號,,114/12/27,1000,58.51,17.09,81.82%,公寓(5樓含以下無電梯),42,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段２７７巷１０號四樓,,114/12/27,1655,71.75,23.07,86.89%,公寓(5樓含以下無電梯),46,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
士林區天母西路４１巷４號三樓,,114/12/27,2600,58.91,44.13,86.09%,公寓(5樓含以下無電梯),45,三層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,陽台外推;
士林區劍潭路５５巷１０號七樓,,114/12/27,2750,70.72,38.88,74.61%,華廈(10層含以下有電梯),40,七層/七層,房地(土地+建物),土:1 建:1車:0,4房3廳3衛,,有,有,住家用,其他增建;
士林區文林路７６５號八樓之１０,寶殿大廈,114/12/26,2630,68,38.68,73.41%,住宅大樓(11層含以上有電梯),45,八層/十一層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;
士林區天玉街２７巷２５號七樓,璞園天玉,114/12/26,4718,106.87,54.6,63.39%,住宅大樓(11層含以上有電梯),1,七層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,300,有,有,住家用,
士林區中山北路七段１１４巷６１弄１號六樓,,114/12/26,2565,58.16,44.1,65.27%,華廈(10層含以下有電梯),45,六層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;陽台外推;
士林區中山北路六段４５０巷１２號三樓之１,,114/12/26,1030,76.48,13.47,65.05%,華廈(10層含以下有電梯),33,三層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,
士林區幸福街５巷１４號,,114/12/26,4200,0,25.13,,透天厝,61,全/二層,房地(土地+建物),土:3 建:1車:0,4廳2衛,,無,無,住家用,壹樓空地增建、三樓增建三樓增建格局：0房1廳1衛其他增建;
士林區延平北路五段１６３巷３３號,,114/12/26,700,55.8,12.54,100.00%,公寓(5樓含以下無電梯),57,一層/三層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區福港街２５９巷１號,,114/12/24,1650,94.99,17.37,100.00%,公寓(5樓含以下無電梯),52,一層/四層,房地(土地+建物),土:2 建:1車:0,4房1廳1衛,,無,無,住家用,夾層;其他增建;
士林區德行東路１０９巷９２號五樓,,114/12/24,1650,27.57,59.84,82.80%,華廈(10層含以下有電梯),42,五層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區福壽街５６號二樓,日日居,114/12/24,1930,78.62,24.55,52.48%,華廈(10層含以下有電梯),11,二層/七層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,夾層;
士林區承德路四段４０巷２號三樓之１０,劍潭整宅B區,114/12/24,500,45.95,10.88,91.10%,公寓(5樓含以下無電梯),55,二層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中正路３４９巷４號三樓,,114/12/23,2410,79.58,30.28,85.58%,公寓(5樓含以下無電梯),45,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台加窗。其他增建;
士林區德行東路３５８巷１４弄１０號四樓,,114/12/23,125,40.47,3.09,80.41%,公寓(5樓含以下無電梯),38,"四層,五層,夾層/五層",房地(土地+建物)+車位,土:1 建:1車:1,3房2廳3衛,,有,無,住家用,親友、員工、共有人或其他特殊關係間之交易;陽台外推;
士林區倫等街３６巷８號二樓,,114/12/23,458,43.57,10.51,100.00%,公寓(5樓含以下無電梯),52,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段２７０號四樓之２,,114/12/23,1868,61.75,30.25,100.00%,公寓(5樓含以下無電梯),54,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
士林區中山北路七段６３巷９號二樓,天母國堡,114/12/23,6350,101.82,73.23,66.48%,住宅大樓(11層含以上有電梯),19,二層/十二層,房地(土地+建物)+車位,土:1 建:1車:3,4房2廳2衛,750,有,有,住家用,陽台外推;其他增建;
士林區至善路二段９０號三樓之５,川普至善Villa,114/12/23,1300,49.58,26.22,56.49%,華廈(10層含以下有電梯),10,三層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,,有,有,住家用,產權一半出售親友、員工、共有人或其他特殊關係間之交易;
士林區雙溪街１０４號八樓之１,天母雅宴,114/12/22,1688,96.68,17.46,69.53%,華廈(10層含以下有電梯),34,八層/九層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,陽台外推;
士林區中山北路七段２１９巷８號七樓之１６、８號七樓之１７,富春居,114/12/22,2258,68.39,33.01,65.00%,華廈(10層含以下有電梯),36,七層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,
士林區天母東路６９巷２９號五樓,陽明曼陀林,114/12/22,4150,75.4,55.04,87.04%,華廈(10層含以下有電梯),39,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,其他增建;
士林區小西街５８之１號四樓,,114/12/22,730,32.99,22.13,100.00%,公寓(5樓含以下無電梯),53,四層/四層,房地(土地+建物),土:1 建:1車:0,4房3衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;含租約;
士林區中山北路七段１４巷２９之６號四樓,幸福華廈,114/12/21,2130,66.13,32.21,70.15%,華廈(10層含以下有電梯),47,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,含其他增建:陽台加窗陽台外推;其他增建;
士林區忠誠路二段１８號十一樓,仰德華廈,114/12/21,3777,90.16,41.89,76.17%,住宅大樓(11層含以上有電梯),43,十一層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;
士林區格致路２０巷２９號七樓之３,仰德大廈,114/12/20,528,44.07,11.98,53.95%,華廈(10層含以下有電梯),29,七層/十層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,有,住家用,
士林區通河街１３９號五樓之２,光智華廈,114/12/20,1528,76.66,19.93,67.73%,華廈(10層含以下有電梯),43,五層/七層,房地(土地+建物),土:1 建:2車:0,1廳1衛,,有,有,住家用,陽台外推;其他增建;
士林區德行東路１９４號三樓,涵芳庭,114/12/20,2600,64.14,40.54,81.76%,公寓(5樓含以下無電梯),40,三層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,其他增建;
士林區美崙街８６巷２號五樓,,114/12/20,3050,64.6,47.22,75.55%,華廈(10層含以下有電梯),41,五層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,有,住家用,陽台外推;其他增建;
士林區中山北路五段７５３號三樓,天母仰格,114/12/20,5600,71.16,78.69,55.86%,住宅大樓(11層含以上有電梯),2,三層/十七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區通河東街二段２４之１號四樓,,114/12/20,1828,50.88,35.93,91.92%,公寓(5樓含以下無電梯),48,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,陽台外推;頂樓加蓋;其他增建;
士林區延平北路五段２３１巷２３號三樓,,114/12/20,1330,59.97,22.18,100.00%,公寓(5樓含以下無電梯),54,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區至誠路二段３９號二樓,,114/12/20,2500,65.19,41.35,86.21%,公寓(5樓含以下無電梯),43,二層/五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,300,無,無,住家用,其他增建;
士林區忠誠路一段１７１巷１２弄１２號十樓,,114/12/20,4900,93.97,52.14,53.29%,住宅大樓(11層含以上有電梯),16,十層/十二層,房地(土地+建物)+車位,土:1 建:2車:1,3房2廳2衛,,有,有,住家用,
士林區幸福街１８巷８號,,114/12/19,2936,0,21.01,,透天厝,61,全/二層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,頂樓加蓋;其他增建;
士林區天母北路５６號六樓之３,聯上天母,114/12/19,1200,71.36,16.82,44.81%,住宅大樓(11層含以上有電梯),5,六層/二十四層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
